gene_id,log2FoldChange,pvalue,padj
RPL32P29,-0.011203547,0.9616444016605192,0.9797571484777667
ENSG00000304955,0.021863394687207206,0.9618305573466746,0.9797571484777667
CHEK1,0.008525470574948804,0.9612777533764841,0.9797571484777667
NSA2,-0.00543229,0.9611899214051355,0.9797571484777667
C2orf49-DT,0.0079174353436957,0.9617401405243369,0.9797571484777667
ENSG00000293541,-0.019347579,0.9618156254981697,0.9797571484777667
CFAP91,-0.01453673,0.9619466805289355,0.97981100164129
ENSG00000224407,-0.022471095,0.9620303824574766,0.9798643333149178
ENSG00000266302,-0.050387817,0.9622388531042859,0.9799600614703969
ENSG00000307309,-0.031137163,0.9623124424124743,0.9799600614703969
BBX,0.006148531128953072,0.9622076457683358,0.9799600614703969
ZNF436-AS1,0.009642902149997327,0.9622879162286462,0.9799600614703969
ENSG00000287257,0.0265169895346804,0.9623034753692632,0.9799600614703969
ENSG00000275799,-0.020708376,0.9622944695883757,0.9799600614703969
HMGA1,0.009549172668723837,0.9625369793659168,0.9801016154045458
ENSG00000279789,0.011540317293680297,0.9625156302401802,0.9801016154045458
PACERR,0.025581553390027333,0.9625454978014192,0.9801016154045458
PKD2L2,0.038540564311662646,0.9626760121750226,0.9802025849605176
CARD6,-0.008387924,0.9627485371185199,0.9802445046714311
CYB5R2,-0.010549136,0.9633833308012799,0.9804732513140063
SAPCD1,0.019166785456036606,0.963323711125985,0.9804732513140063
OTUD6B-AS1,0.004784952360898148,0.9635377187128624,0.9804732513140063
ELL,0.003913275552785279,0.9633427893155792,0.9804732513140063
ENSG00000287657,-0.037134646,0.9633885436745785,0.9804732513140063
MTA2,-0.003872591,0.9635313609236219,0.9804732513140063
ENSG00000254363,0.015949337435647918,0.9635153656889814,0.9804732513140063
ENSG00000258811,0.017966206281165006,0.9631690343457384,0.9804732513140063
ENSG00000307951,0.024982867247351305,0.9633131340021776,0.9804732513140063
IMP4,-0.003655708,0.9633940232764054,0.9804732513140063
ENSG00000309168,-0.017861031,0.9634552076060067,0.9804732513140063
CHRAC1,0.005446285335465926,0.9633776868240984,0.9804732513140063
ENSG00000254372,0.023654544999429657,0.9634368873293909,0.9804732513140063
NXF2B,0.05780367694916681,0.9631435727347537,0.9804732513140063
ENSG00000289509,-0.076012169,0.9635295641532678,0.9804732513140063
CENPK,-0.008048425,0.9633417683555225,0.9804732513140063
TIMD4,0.01982952401234672,0.9634761187432026,0.9804732513140063
FOXA1,0.008158704682723292,0.9634916704420331,0.9804732513140063
CIBAR2,-0.042710283,0.9635716392399165,0.9804758546269206
ENSG00000303595,-0.010283521,0.9638636944409322,0.9807411124265862
ENSG00000302186,0.021580139920946553,0.9639128078579615,0.9807591652692654
ITFG1-AS1,0.02998038388058631,0.9639771061427141,0.9807926666885695
CD84,-0.010491212,0.9640285580974111,0.9808130959320281
ENSG00000274561,0.007253185801418687,0.9641152645899267,0.9808693910272017
PDLIM5,0.004526860943707926,0.9643199223711683,0.9810456795668673
LINC02050,-0.034468553,0.9644540852703798,0.9811502413786692
LRRC69,-0.015616858,0.9645466941392737,0.981212524367959
FBLL1,0.015593328896063971,0.964606172628183,0.9812411015805448
ENSG00000230393,0.015496825458980809,0.9647002597301936,0.9812729533087697
ENSG00000301399,0.031919315330655694,0.9646769626614435,0.9812729533087697
CCBE1,-0.017189171,0.9647675356726972,0.9812775309150384
TIMM8B,0.005314619696854476,0.9647454798071884,0.9812775309150384
ENSG00000298132,0.028380577529337845,0.9648907618296725,0.9813709378320336
RIF1,0.004878769431971231,0.9649289118153672,0.9813778122282385
ZNF583,0.007088388448710992,0.965008317394145,0.9814228968327756
ENSG00000301261,0.02750929259321388,0.9650360257024712,0.9814228968327756
ENSG00000279164,0.021429821863795148,0.9652596925338441,0.9816184297601187
LEP,0.027153588867141157,0.9654640035230596,0.9816740065809046
NBPF1,0.0067754666180166664,0.9654713456911709,0.9816740065809046
ENSG00000272905,0.019593314326479674,0.9653709046086775,0.9816740065809046
HLA-E,0.004394103621645638,0.9654229005472218,0.9816740065809046
FAM88D,0.012030557932093703,0.9654339120872457,0.9816740065809046
TBL3,0.004998955786371283,0.9655773477700597,0.9816862467126252
SNRPF,-0.005014185,0.9655524158463756,0.9816862467126252
BCL6,0.006844407697168617,0.9655775864892436,0.9816862467126252
ENSG00000293855,0.02458151889633382,0.9656684833517002,0.9817467332777537
H2AC18,-0.008263379,0.9657786778804093,0.9818268342408701
RFWD3,0.0038129477914063056,0.9660448508172322,0.9819341506881671
DNAJC9P1,0.018923868746905086,0.9659410415595235,0.9819341506881671
ENSG00000280537,-0.027795581,0.9660237886744321,0.9819341506881671
MPP4,-0.021923843,0.9660331112681325,0.9819341506881671
MIR133A1HG,-0.031933197,0.9660726931793701,0.9819341506881671
SBK3,-0.016433392,0.9659666674937881,0.9819341506881671
CD8B,-0.013305091,0.9662935406936289,0.9820042683229536
ENSG00000300428,0.007616098177923533,0.9662415663463706,0.9820042683229536
ENSG00000271855,-0.011159206,0.9662576465437981,0.9820042683229536
ENSG00000296366,-0.020923836,0.9662987335322593,0.9820042683229536
SKIC2,0.004454664691595292,0.966198140421777,0.9820042683229536
ENSG00000296962,0.016800007438552596,0.9663353752664386,0.982009583830278
ZBTB42,-0.006131784,0.9665245797183982,0.9820449496810588
LMF1,-0.007895214,0.9664637372613598,0.9820449496810588
NSUN3,0.0041026298183137,0.9665586508552021,0.9820449496810588
LINC01115,-0.060202026,0.9665215091692261,0.9820449496810588
ABHD17AP1,-0.008098776,0.9665428383395915,0.9820449496810588
ZBTB41,-0.005194537,0.9665288392596793,0.9820449496810588
ENSG00000289581,0.01704842154331897,0.966594737702619,0.9820496988982151
CD82,0.006466373853322583,0.966656476957701,0.9820805095258224
GAPLINC,-0.014636578,0.966753275872131,0.9821469360670209
SLCO1B3-SLCO1B7,0.0361386699486657,0.9668449900433734,0.9821994262213588
ENSG00000305337,-0.021752047,0.9668677779471682,0.9821994262213588
CASTOR3P,-0.00512903,0.9669592718270492,0.9822604534419365
ZSCAN5C,0.044885542269551645,0.96712339213022,0.9822994999404505
ENSG00000304344,-0.031282533,0.9671164736631533,0.9822994999404505
ENSG00000293470,-0.021282722,0.967114391090911,0.9822994999404505
DMTF1-AS1,-0.008215076,0.9670417091448718,0.9822994999404505
ARHGAP5,0.00569837898341403,0.9671684444713906,0.9823133452294949
CNTNAP3B,0.011665440533845767,0.9672692306077113,0.9823382166192206
ENSG00000289355,0.016078485789969534,0.9672515190255636,0.9823382166192206
BSPRY,-0.015953053,0.9672871976587687,0.9823382166192206
CEP19,0.005030831701939889,0.9673200896082559,0.9823397096450512
ENSG00000307622,-0.03172819,0.9674698638659995,0.9823644289904976
TLN1,0.00465518994780076,0.9674254378271785,0.9823644289904976
ENSG00000289727,-0.012993502,0.9674701213635425,0.9823644289904976
PRP4K,0.0037644817911600403,0.9674669775247576,0.9823644289904976
EFNA2,-0.010857309,0.9678166005084489,0.9823765389611383
MTCO1P55,-0.076012534,0.9677586702338807,0.9823765389611383
HAR1B,0.020821579947485992,0.9675540811859018,0.9823765389611383
PLIN3,-0.005286312,0.9676538626220798,0.9823765389611383
ENSG00000303139,-0.024157721,0.9677957999410641,0.9823765389611383
RIMBP3B,-0.0138345,0.9676057427357192,0.9823765389611383
CAPN8,-0.019377488,0.9675212106588181,0.9823765389611383
OTUD7A,-0.008727002,0.9677345914806837,0.9823765389611383
ENSG00000295295,-0.015654119,0.96770400033654,0.9823765389611383
ZNF875,0.005027980539837385,0.9676461270949952,0.9823765389611383
PET100,0.007016931870995065,0.9678277004766995,0.9823765389611383
RNF146,-0.003385345,0.9679563898376804,0.9824243344146218
ENSG00000299914,0.019547268383423605,0.9679690616055272,0.9824243344146218
BBLN,0.00686338073350503,0.9679514495814161,0.9824243344146218
YTHDF3-DT,-0.007337785,0.9680664937963446,0.9824913256575484
PWP1,0.0028467952280629405,0.9682137323100158,0.9826088593802313
TMEM81,-0.007064061,0.9685030213737384,0.9828386391796406
ENSG00000306976,0.01644170687649162,0.9684762610739623,0.9828386391796406
UNC13C,-0.025428921,0.9686884851388213,0.982994939979712
LMO4,-0.005384282,0.9688999285278526,0.98303333650081
CLPSL2,0.03683602685396138,0.9687694736494489,0.98303333650081
ITGAX,-0.009372185,0.9689149867554605,0.98303333650081
ENSG00000267980,0.012309339897232499,0.9688171614473077,0.98303333650081
ENSG00000310528,0.015089484197484414,0.9688683082228094,0.98303333650081
SLC22A10,0.01567860492531443,0.968858367130569,0.98303333650081
ENSG00000293626,0.027312941518669944,0.9690034637226801,0.9830911986487797
LINC01089,0.009935221846645447,0.9690625008659475,0.9831191901795209
ENSG00000287100,0.011736216870549222,0.9693643718760698,0.9833772108200313
ENSG00000299967,0.0638208389992228,0.9693797422848647,0.9833772108200313
RSF1,-0.004613483,0.9694405438507049,0.983391426864909
MCC,0.007991013475683107,0.9694566668578349,0.983391426864909
FOXN1,-0.035900351,0.9695051370982467,0.9834086856721873
ENSG00000298992,0.03046962233681941,0.9697070748809016,0.9835816067095461
ZFR2,0.02387401072689129,0.969776023682151,0.9835877182836454
SMCO4,-0.004480013,0.9697690219049387,0.9835877182836454
IL1R1-AS1,0.03491965432131145,0.9699239036914404,0.9837057907901217
RTN2,0.007224838043172515,0.9699965109038807,0.9837184528118402
RAB3GAP1,0.003689956577283449,0.9700307860180856,0.9837184528118402
CNTNAP3C,-0.03551754,0.9700040974793136,0.9837184528118402
ENSG00000273088,-0.006447131,0.9701721572012213,0.9837290917324525
ENSG00000308736,-0.05043272,0.9701847650704984,0.9837290917324525
OAS2,-0.006654201,0.9701189585220654,0.9837290917324525
PGA4,-0.013014749,0.9701986081114004,0.9837290917324525
ENSG00000295388,-0.013169651,0.9701130213828331,0.9837290917324525
HCG4B,0.015178136462814162,0.9704054101318428,0.9839068669959071
WDR4,0.004016410060118488,0.9704462755298251,0.983916390850946
SIMALR,0.016293565866721225,0.9705577541912463,0.9839975051654213
ENSG00000301234,0.0111664842605434,0.9706079601609898,0.9840164950712788
OSBPL11,0.0042076422930545955,0.9706507850196147,0.9840280009101826
BLOC1S6,0.0035358934026991405,0.9707970969505056,0.984144415900764
MDP1,0.004803078650375496,0.9710235310702019,0.9843420444827407
IL4I1,-0.010306674,0.971091397024896,0.984347005550526
MYO9A,0.005503859088217553,0.9710745626358596,0.984347005550526
PBDC1,-0.003397905,0.971197990769959,0.9843912198625739
ENSG00000303501,0.02943241685877042,0.971183738000861,0.9843912198625739
CRYZL2P-SEC16B,-0.011469988,0.9713675464187789,0.9844008963068602
POU4F3,-0.01362676,0.9713757558119505,0.9844008963068602
FBRSL1,-0.003664119,0.9713441644418125,0.9844008963068602
NPIPA7,0.029606966224921913,0.9714299130490693,0.9844008963068602
SRXN1,0.008307742888618342,0.9714594393647203,0.9844008963068602
ENSG00000288881,0.026736815182062817,0.9713679092733352,0.9844008963068602
NSRP1,-0.003673869,0.9713913707179834,0.9844008963068602
ENSG00000289857,0.018507093037763118,0.9714574216850637,0.9844008963068602
ENSG00000224789,-0.012803778,0.9715181356975398,0.9844284664801537
DLG2,0.006048683614391716,0.9715616751435336,0.984440677060099
ENSG00000267811,0.008742139696130965,0.9717129030994686,0.9844847771199311
GPR89A,-0.003928882,0.9716653945900144,0.9844847771199311
ENSG00000262624,-0.014525512,0.9717081414140395,0.9844847771199311
GOLGA6A,-0.020595737,0.9717311599132147,0.9844847771199311
CHCHD2P6,-0.010478489,0.9717904423869969,0.9845129330290897
STARD13,0.0049267723860759345,0.9720802022413081,0.9847426642905289
ENSG00000220256,0.035931298365082805,0.9720623429247933,0.9847426642905289
NUDT9P1,0.012567191301824739,0.9721965930219726,0.9848286594402803
BBS12,-0.005376709,0.9722422376965908,0.984842986006173
ENSG00000273261,0.009499750860439589,0.9723153654041454,0.9848851499685654
ENSG00000290040,-0.013523625,0.972419449739502,0.984958667008134
NUTM2F,-0.020654477,0.9724779818834999,0.9849860411982071
EIF1B-AS1,-0.00384401,0.9726232083225282,0.9851012201311173
ENSG00000298965,0.012940846688879756,0.9726705858487539,0.9851172905724244
LINC02792,-0.027132834,0.9727841265968176,0.9851684531842017
TTTY14,-0.013517347,0.9727686003459676,0.9851684531842017
KCNN4,0.01466244521968684,0.9730216793771971,0.9853771099857249
SLC36A4,0.004273201805664606,0.973067201660192,0.9853912906680027
ENSG00000279495,-0.006098525,0.9731361827883843,0.9854292256182833
ABCA8,0.010757057837561623,0.9731693329205389,0.9854308756589624
CEMIP2,-0.004982838,0.9732629500089119,0.9854937524252182
ENSG00000234699,-0.012633034,0.9734018308292005,0.9856024561864651
LINC02207,-0.016194612,0.9736696900574674,0.9857459689205508
C16orf95-DT,0.010600222562857949,0.9736677646410357,0.9857459689205508
CNTN5,-0.019399949,0.9736440818912395,0.9857459689205508
ENSG00000257732,-0.023284612,0.9735793221126363,0.9857459689205508
DNAAF4-CCPG1,0.028866553857638703,0.9737337146171567,0.985778864676538
PNRC1,-0.003904139,0.973775597085849,0.9857893430378506
RPL4P1,-0.015459944,0.9741302911063018,0.9860727845061873
WDR41,0.0027311279604530394,0.9741195262663724,0.9860727845061873
ENSG00000300558,-0.010511664,0.97415020789667,0.9860727845061873
CCR5AS,-0.011020739,0.9742450654788143,0.9861368737312755
KCNQ2,-0.033007712,0.9743136212195562,0.9861743367820437
ENSG00000273271,0.007160006893465515,0.9743464625035718,0.9861756493540912
BACH1,-0.003419046,0.9745116695385619,0.9862790004786035
ENSG00000293287,0.010511578798053605,0.974491175346705,0.9862790004786035
ENSG00000299971,-0.041066041,0.974582379169926,0.9863186339059724
FGF10,0.0213305153629737,0.9746476918974597,0.9863528030490185
ENSG00000228620,0.015157828535369023,0.9747511929271965,0.9863953129578322
ENSG00000303544,-0.009194061,0.9747528003876553,0.9863953129578322
IFNAR2-IL10RB,-0.017137214,0.9747855370110072,0.9863965121726855
MSH6,0.0027110911796336557,0.975005587371324,0.9864734386743054
SLC2A6,-0.005652556,0.9751315399896484,0.9864734386743054
ENSG00000280353,0.015571979708595106,0.9750980091347388,0.9864734386743054
ITGAD,0.010820800209253701,0.9751305282248346,0.9864734386743054
RNF223,0.017277598639755455,0.9749072631351471,0.9864734386743054
VPS35,-0.002907673,0.9750084205598841,0.9864734386743054
GINS4,-0.006056366,0.9749378024132915,0.9864734386743054
ENSG00000275703,-0.015897722,0.9751455442149101,0.9864734386743054
TMED10,-0.00337776,0.9750244876544126,0.9864734386743054
SGK2,0.006331547541329404,0.9752671818217127,0.9865214708058315
SMPDL3A,-0.005237658,0.975233517839018,0.9865214708058315
PARP6,-0.005576163,0.9752876914626183,0.9865214708058315
ENSG00000228843,-0.024306017,0.9753808268790916,0.9865837579500789
ENSG00000299782,0.014051044996255433,0.9755413901125397,0.9867142411300375
ENSG00000285684,0.012066198838686487,0.9758381516128798,0.9869824695526841
ENSG00000258924,0.015418793078968214,0.9760891284835278,0.987147259324723
ENSG00000283782,0.00760479157101457,0.9760683816676692,0.987147259324723
CNTD1,0.005228580550913765,0.9760958074242767,0.987147259324723
RYR2,-0.014112818,0.9762243188092528,0.9871784306147835
RFNG,-0.003851712,0.9763160891846109,0.9871784306147835
GRTP1,-0.005349793,0.9763088089545909,0.9871784306147835
PSMC1P10,-0.018916268,0.976308342072809,0.9871784306147835
ENSG00000108958,0.01047706558151458,0.9762552292752218,0.9871784306147835
CHMP2A,-0.00295731,0.9761983894683169,0.9871784306147835
TFIP11,-0.003685035,0.976383641345991,0.9872148052845962
MRPS18AP1,-0.018565529,0.9764277251465967,0.9872274496703876
RAET1E-AS1,-0.008443779,0.9768188042787399,0.9872716370802486
MAGEA4-AS1,0.04182603382037999,0.9767967084165611,0.9872716370802486
ENSG00000257527,-0.008020637,0.9766551560845395,0.9872716370802486
CCSAP,0.0035575916143519883,0.9767893017469269,0.9872716370802486
ENSG00000304828,0.011799432577605075,0.9766145481542566,0.9872716370802486
UBLCP1,0.00299902107847052,0.9765575260250813,0.9872716370802486
THAP10,0.00471397813413528,0.9767037071692997,0.9872716370802486
PRCP,0.0027740196632980757,0.976797670923467,0.9872716370802486
ENSG00000245748,0.015904377854679318,0.9765175658145648,0.9872716370802486
DDX4,-0.016853269,0.9766930177255596,0.9872716370802486
JMJD7-PLA2G4B,-0.013497054,0.9766928450726146,0.9872716370802486
ZCWPW2,-0.004470752,0.9768793904950884,0.9873009531907009
NF1,-0.002972662,0.9770770327019896,0.987341110393765
CTR9,-0.004291271,0.9769530589833268,0.987341110393765
ENSG00000251615,-0.005496876,0.9770336833097534,0.987341110393765
ENSG00000268903,0.009863042588891492,0.9769933273316155,0.987341110393765
LINC02717,0.028279652533536582,0.9770522559163493,0.987341110393765
LYPD6,0.011154270012971982,0.9771447785616567,0.9873776531941263
RPL7AP15,0.012790986205803396,0.9771988198719254,0.9874003460134454
ENSG00000261447,0.016547696781059988,0.9772869363609133,0.9874281007864315
C10orf67,0.015892656208815786,0.9772894570109639,0.9874281007864315
C6orf62,0.0024059758884607185,0.9774769634928154,0.9875537199352343
ZNF585B,0.0042816749498103,0.9774718434670527,0.9875537199352343
RNASEH2A,0.0028441793525462887,0.9776126140849376,0.9876588513212927
LINC02212,-0.030295098,0.977671227077203,0.9876861491667613
NOVA1,0.009269327260391926,0.9778094841282151,0.9877939025527641
ENSG00000257550,0.018035606033198086,0.9778605702720518,0.9878135908108813
ENSG00000267219,-0.00525069,0.9779703790398055,0.9878925962041243
SPMIP3,-0.015744769,0.9781382538500198,0.9880302497613301
ENSG00000298491,-0.030375558,0.9781807107867375,0.9880412122815345
RIN3,0.0034010787936762125,0.978262634799533,0.9880483583486998
UGT1A8,0.025855871646647256,0.978282598737346,0.9880483583486998
CHKA-DT,0.00867604692136229,0.978276306047804,0.9880483583486998
ENSG00000280309,0.05911886310852099,0.9783584487305624,0.9880930441823154
RPSAP17,0.05911949566906699,0.9784639885734485,0.9881677114217509
CDH26,0.007896118122874154,0.978513669328416,0.9881859626001961
H2AJ,0.004136374888787183,0.9785782014515652,0.9882192102842651
PKIG,0.003961603046037466,0.9786715667365806,0.988281572107811
ENSG00000279786,-0.018094444,0.9787915477990748,0.9883708061641627
