gene_id,log2FoldChange,pvalue,padj
TRMT1L,0.11476319404941156,0.34032994025268903,0.5409667949013534
STOML1,-0.094774336,0.3404248187776737,0.5410625881772452
DRG2,0.09876252003378606,0.34040924452389076,0.5410625881772452
H3C6,0.19029627822429784,0.3405164207704874,0.5411082189260639
ENSG00000294221,-0.46378161,0.34052276170397533,0.5411082189260639
ENSG00000267385,-0.270021633,0.34048043658137617,0.5411082189260639
ENSG00000283959,0.26630459424797476,0.3405038300716343,0.5411082189260639
SAA4,-0.333931635,0.34054772117764043,0.541120376476573
ENSG00000289517,-0.791371503,0.3406749276786992,0.5412198967114611
SP8,-0.588573569,0.3406439474694938,0.5412198967114611
FBXO2,-0.252037947,0.3406796004025475,0.5412198967114611
ALG1L9P,0.27106030435243555,0.3406496534466953,0.5412198967114611
ZNF569,0.1463467323060021,0.3408038728202871,0.5413847111277811
RRAGA,0.08461071719698914,0.3408277905572351,0.5413847111277811
PCBP2-OT1,-0.481347742,0.3408352968178674,0.5413847111277811
ENSG00000289208,-1.119688548,0.3408803949695013,0.5413982122135864
MXD4,-0.095761023,0.3408764840149887,0.5413982122135864
MTFR2,0.1803725654127879,0.3408957492059127,0.5413982122135864
GFOD1,0.10996501992558162,0.34091741547697285,0.5414051183610994
ENSG00000299466,-0.816580917,0.34099847293594976,0.5414488459265144
ENSG00000305541,0.6550060666572828,0.3410142269229782,0.5414488459265144
TCF25,-0.07097126,0.3409890202976926,0.5414488459265144
ENSG00000280047,0.20693432645921214,0.34100133293900814,0.5414488459265144
AZI2,0.07428310071481892,0.3410992537566655,0.5415563440249167
ST13P7,-0.389098518,0.3411186989406335,0.5415597138422215
ENSG00000271228,-0.447459053,0.34118933227463466,0.5416443454477176
TBC1D8,-0.114090942,0.34122057529013217,0.5416664387780746
MAN1B1,-0.091687738,0.34128363367692105,0.5417390322234873
PTMAP10,-2.142506367,0.34131252669938195,0.5417573884140322
LIPT2,-0.142095111,0.34143554274377486,0.5418205491341697
ENSG00000293970,0.23473294835269354,0.3413746674751208,0.5418205491341697
ENSG00000296715,-0.538753477,0.34142664300465697,0.5418205491341697
AOX3P-AOX2P,0.6652912410426909,0.34141802810396404,0.5418205491341697
NAB1,0.10291570286649547,0.3414389738186443,0.5418205491341697
NANOGP8,0.6353596901378412,0.34156163124540917,0.5419876803179995
ENSG00000287312,-0.506933092,0.34166855487458114,0.5421023158264326
ANKRD6,-0.12410551,0.34166122266199517,0.5421023158264326
KRT10-AS1,-0.192510311,0.3416929569940351,0.5421135201474002
BEST3,-0.62218,0.341726175496449,0.542138710268217
CDC37P1,-0.51893478,0.34175597089809495,0.5421584674576111
ENSG00000290674,-0.635022786,0.34197152276260256,0.5424728900003676
FOXK2,-0.090489064,0.34199091164092865,0.5424761210934269
ENSG00000287632,-0.547924419,0.3422091547046884,0.5427947642583801
ENSG00000291231,0.6274637451482126,0.34226104507948296,0.5428495282999277
ENSG00000289032,-0.240059533,0.3422907187476325,0.5428690513497989
EIF3CL,0.3025309867941813,0.34236439835411236,0.5429583617787559
ENSG00000283684,0.8299704945944982,0.3425068319581557,0.5431291446871834
FAAH,-0.227565211,0.3424959453596237,0.5431291446871834
KLHDC9,0.17897108715278698,0.3425329765846098,0.543143053710928
SMTNL2,-0.384857526,0.3425593585921216,0.5431573377118982
BNIP3P28,0.8894740277736631,0.34266420264999786,0.543296022286585
ENSG00000306733,0.44850701872523685,0.3427490202073129,0.5434029422760395
ZNF638,0.06836825695766668,0.34279079814670277,0.5434416187860228
PAAF1,0.08309426239127864,0.34281157710403787,0.5434470024341329
HNRNPA1P33,0.599633164307433,0.3428529417131939,0.5434850175833881
CS,-0.080163262,0.34293112228696365,0.5435813859989528
ENSG00000250280,0.93400500747962,0.3430609029579439,0.5437595320003143
CICP27,0.3923667934245528,0.34312575657310496,0.5438347542583006
TMEM100,0.3141667617853505,0.34335764397229884,0.5439405289380971
CEBPZ,0.08470535855413318,0.3432165973676716,0.5439405289380971
SMPD1,0.13004087240328646,0.3433253015688065,0.5439405289380971
ENSG00000285872,0.21650835425509019,0.34336485109059056,0.5439405289380971
PEX26,0.0909244242226177,0.3433503959040044,0.5439405289380971
LMO7-AS1,-0.400593799,0.3433246697594535,0.5439405289380971
TBL2,-0.075310926,0.34328404951048475,0.5439405289380971
TRIML2,1.372581525984315,0.34326450994027013,0.5439405289380971
MIDEAS-AS1,0.1660119217072834,0.3433664823783177,0.5439405289380971
MYL3,0.20066191606507805,0.3433111871757091,0.5439405289380971
TNFRSF10D,0.1870504781415583,0.34343021194212675,0.5439863563837821
ENSG00000299201,0.6360548314036072,0.3434242016088971,0.5439863563837821
OLFML1,-0.209644925,0.3435708364156663,0.5441539621491959
IL12A-AS1,0.5666339428693654,0.34355383882988144,0.5441539621491959
RPUSD3,0.07704954181057583,0.3436279523790168,0.5442054091755424
ENSG00000279518,-0.333164859,0.34363813397736565,0.5442054091755424
FKBP9P1,1.1205729497102648,0.34379104871544275,0.5443924204017062
SLC7A1,-0.256209406,0.3437893533541374,0.5443924204017062
ERVW-1,-0.435573657,0.34386163603405906,0.5444766170650723
ZSWIM1,-0.101043902,0.3439621370825311,0.5446081687318901
ENSG00000232053,-0.391759777,0.34398156180544104,0.5446113423844577
ENSG00000294423,-0.287325077,0.3440896378130458,0.5447272810891863
RND1,-0.210144524,0.3440814446258099,0.5447272810891863
PMS2P6,0.16054815087191468,0.34412977577971626,0.5447492912980832
GLYATL2,0.6557279586265947,0.3441383905299281,0.5447492912980832
DSG2-AS1,-0.479621824,0.3441713897639429,0.5447661050498017
ENSG00000309023,-0.248891588,0.34418386293521686,0.5447661050498017
RFT1,0.06549554238519802,0.3442589926153219,0.5448574336117454
MRPL20-DT,0.16948106253601145,0.34431717967211206,0.5449219392573271
TLNRD1,-0.111261106,0.3443945555921184,0.5450168054404656
ENSG00000291197,-0.492605626,0.3444478258078373,0.5450735158043337
YTHDC2,-0.104084349,0.3444792810536971,0.5450883029342187
RYK,-0.079063696,0.34449204137076717,0.5450883029342187
ST7-OT4,0.2851655109862793,0.34453274550241575,0.5450975315102239
ENSG00000298309,-0.297005656,0.3445258989081792,0.5450975315102239
FABP6,0.5010461748341224,0.34456443390141334,0.5451200798066842
ENSG00000305652,-0.600623909,0.3446986002452578,0.5451268469161654
ENSG00000306103,1.1261932341758802,0.3446459438951561,0.5451268469161654
BCCIP,-0.077623111,0.34473826314633216,0.5451268469161654
ENSG00000285245,-1.373660169,0.3447464212968865,0.5451268469161654
TMEM74,0.23767531216263166,0.34464227324942964,0.5451268469161654
ENSG00000290730,-0.638793374,0.3447529026472709,0.5451268469161654
FRRS1L,0.5620561447338563,0.3447425514842115,0.5451268469161654
ENSG00000308416,0.3417467094069076,0.3447129808199785,0.5451268469161654
AHI1,0.14443870672329656,0.3446288362546751,0.5451268469161654
ENSG00000236283,0.24354133016719953,0.3446527145554056,0.5451268469161654
C10orf105,-0.327245427,0.34476051617651604,0.5451268469161654
TOB1-AS1,-0.227695972,0.3447843489060788,0.5451369594826653
DTX2P1-UPK3BP1-PMS2P11,-0.148334293,0.34481471094061134,0.5451573939585482
BCL2L14,-0.345254962,0.3448830648596738,0.545237889087635
FAM89A,-0.155520571,0.34517383187684647,0.5456699790638072
RN7SKP175,-0.773104788,0.3452094131256087,0.545698633895227
ENSG00000273628,0.37494221172417885,0.3453515788009821,0.5458957633762314
DESI2,0.11972107386549062,0.345524494960856,0.5461414776258274
ENSG00000293539,0.4105120871709128,0.34556650962397784,0.5461802725164013
ENSG00000304869,0.43318585557860206,0.3455845883389349,0.5461812337718074
ENSG00000268870,-0.43579393,0.3457464521611613,0.5463041705580074
RCC2-AS1,0.7236757918261806,0.34573020903157137,0.5463041705580074
TRBV13,0.5301298052319358,0.34569731134867177,0.5463041705580074
CCL17,-0.339215421,0.34573496075613286,0.5463041705580074
TRPM7,-0.136891594,0.3457497463026816,0.5463041705580074
SPRR1B,-1.24178498,0.34580463825201213,0.5463371869629116
AMZ2,0.08096330211143996,0.3458055930531969,0.5463371869629116
ENSG00000275318,-0.236242579,0.34584049223310276,0.5463647131579914
KIAA1614-AS1,-0.240964484,0.345883047803602,0.5464043316565947
SLX9,-0.131862389,0.3459428927239563,0.5464596804223614
LINC01714,0.345065642651915,0.34595304337137756,0.5464596804223614
PCDHGC4,-0.570618783,0.3459755450990323,0.5464676131173165
ENSG00000284691,-0.166769708,0.3460468411191253,0.5465526115947871
SMCO2,0.32799474315753513,0.34608203325548104,0.5465805812410257
ENSG00000295284,0.5953817260823374,0.3461278249514327,0.5465901965775769
TCF3,-0.100501764,0.34614057230089457,0.5465901965775769
ENSG00000268686,-0.302718203,0.34612981501408036,0.5465901965775769
TAB2,0.0780886011289919,0.3462127445923582,0.5466489411207521
CCNG1,-0.129870351,0.3462027864368771,0.5466489411207521
USP38,0.10697933457227522,0.34638942841898834,0.546900292947974
C1orf131,0.10564427386421707,0.34643740105224274,0.5469484127409486
SLC35B3,0.06394640753966262,0.34667030474842175,0.5472884783795339
ENSG00000262312,-0.374335333,0.34670011299853365,0.5473078990442919
ERVH48-1,0.456853599009061,0.346738485504988,0.5473132016733535
ENSG00000273901,0.3224671354171661,0.34672558342643367,0.5473132016733535
ENSG00000287636,0.3924304358941453,0.3467973332310692,0.547345902020486
CCL3,-0.211496101,0.34683540509046673,0.547345902020486
ENSG00000255741,0.5258183666665691,0.34680714860361883,0.547345902020486
GPR18,-0.267315062,0.3468467410334213,0.547345902020486
VAMP1-AS1,-0.233797362,0.34682156179230383,0.547345902020486
ENSG00000289513,0.2136140121820906,0.3468975378258702,0.5473984315086907
IL17RE,0.22894885565883596,0.3469739396253596,0.5474913579219511
SLC39A4,0.2927825245019969,0.34706792896026784,0.5476120249866182
ENSG00000296064,0.7675490619788211,0.3471265348827932,0.5476768539006189
NEDD4,0.18489648043212803,0.3471496056133957,0.5476819428499111
PINX1,0.09731419738872735,0.3471647974108911,0.5476819428499111
BRCC3,0.09209958138435513,0.34724528784421094,0.5477812813539997
ENSG00000267318,0.525977771941695,0.3473199179066411,0.5478333452765618
ENSG00000291209,-0.18676339,0.3473308619366897,0.5478333452765618
B4GAT1,0.1170122119710333,0.347323652388297,0.5478333452765618
SENP1,-0.090788468,0.3473548404704947,0.5478435262652142
CCL18,0.3223635406894001,0.34738198983292834,0.5478587069639731
CLDN23,0.15837107574277828,0.3474665551315833,0.5479644326613543
ADNP,-0.078211939,0.34750552455478156,0.547994785599463
KCNC2,-0.866034826,0.3475208591400363,0.547994785599463
ENSG00000298600,0.35516824328479085,0.3475550214749591,0.5480210135861021
LINC02918,-0.203573245,0.34759189631229026,0.5480515157560586
ENSG00000267666,0.2874480330339401,0.34769461146235814,0.5481858206741491
ENSG00000273004,0.27488485364718246,0.34786184022228095,0.5484218210221468
LINC01079,0.28030671701662013,0.3479578144061477,0.5485454667832886
PARD6G,0.17027536351845465,0.34798564142069655,0.5485616734436888
ENSG00000234261,0.41684273988981935,0.3480154815502138,0.5485810517674751
TMEM229A,-1.037839198,0.3481274113924673,0.5486537178106813
LMAN2,0.12715227786381345,0.348133256821225,0.5486537178106813
B4GALT7,0.10091214148400521,0.34810207286494865,0.5486537178106813
ENSG00000300642,-0.391398931,0.34814932840508894,0.5486537178106813
PSMB4,-0.079330606,0.3480986466302468,0.5486537178106813
RBX1,-0.069069258,0.3481752285899463,0.5486668769296583
ENSG00000269495,-1.67171349,0.34820172652995107,0.5486809766384002
ENSG00000258461,0.1969522419900759,0.3482308395250948,0.5486991954071387
CLCN3,-0.09969126,0.34829195919766043,0.5487678419713969
ENSG00000303734,-0.776161329,0.3483470803158545,0.5488270307874091
ENSG00000297179,1.1727982778548336,0.34839127214313537,0.5488285740166295
TMCO6,0.13696911520192653,0.34840072545609924,0.5488285740166295
ANAPC10,-0.090882531,0.3483922972232877,0.5488285740166295
TMCC2,-0.279254012,0.34847273834851333,0.5489143557711278
ENSG00000286311,0.24875580912698386,0.34852984365851414,0.548948989989225
DPP4,-0.216036847,0.34852376266124363,0.548948989989225
XBP1,0.1481330362929192,0.3486455919972643,0.5489634439226004
SMURF2,-0.175818812,0.34865424271865575,0.5489634439226004
KANK2,-0.133083678,0.34861548258417985,0.5489634439226004
SPG7,0.10659902350371325,0.3486575075444319,0.5489634439226004
PRAG1,0.15398260673892428,0.3485741642038098,0.5489634439226004
PDLIM4,-0.348078358,0.348627892001787,0.5489634439226004
ENSG00000290027,-0.631625664,0.34866193719499583,0.5489634439226004
WBP1P1,1.0572316096601817,0.3487190731124371,0.549025753271598
PBK,0.1792502277191071,0.34880212035300107,0.5490735492747166
RAB40AL,0.5636963342781399,0.34880167863572054,0.5490735492747166
RPLP1P6,0.5115645968948842,0.3487768600772678,0.5490735492747166
ENSG00000260000,0.1074846591419613,0.3488217729648868,0.5490768384372013
ENSG00000296629,0.7530617901073942,0.3489312492545089,0.549145373582064
ENSG00000249207,0.2580758935189762,0.34898465575804394,0.549145373582064
CD86,-0.21337029,0.3489761039291849,0.549145373582064
TBC1D3E,1.8441410749500495,0.34898826991422593,0.549145373582064
UBE2C,-0.199603615,0.3489373334823247,0.549145373582064
DYNC1H1,-0.092729099,0.34892246737279153,0.549145373582064
ENSG00000299554,-1.120290606,0.34891544220206794,0.549145373582064
UQCC5,-0.152662561,0.34903744890611854,0.5491951162691622
RAN,-0.106665083,0.3490597919042622,0.5492026308154478
ENSG00000274029,0.44221110880086456,0.349102910890735,0.5492428314215212
CTSLP1,-0.689660877,0.34913077766124556,0.5492590329118116
SPRY4-AS1,-0.320124494,0.3492631466939189,0.5494396294012975
ENSG00000226206,0.7093771254716434,0.3493923039894121,0.5496122616245559
RNF34,-0.066431124,0.34940804464664454,0.5496122616245559
ENSG00000267441,-0.60439459,0.3494803556502222,0.5496983476903248
ENSG00000261096,0.3426268520252197,0.34958333488402116,0.5498326607878027
RRP15,0.08595353989074196,0.3496150198892026,0.5498548328200091
INPP5B,-0.118503892,0.34966382094694903,0.5498762592688363
AOX2P,1.1471942147404717,0.3496487086963379,0.5498762592688363
ZNF443,-0.117705334,0.349730897057394,0.549898759478213
ENSG00000254812,-0.42297002,0.3497145711907216,0.549898759478213
ENSG00000300022,-0.216676244,0.3496972915269818,0.549898759478213
FAAH2,-0.187412181,0.3498238104232658,0.549990713462594
NAALADL2,-0.255259547,0.3498245637719887,0.549990713462594
IGLV1-36,-0.682595607,0.3499130216493115,0.5500744604929062
NUFIP1,-0.094028327,0.3499048749025516,0.5500744604929062
RBM3,-0.120780366,0.3499570229840737,0.5500883106013926
ENSG00000304161,-0.471256013,0.34995072751255163,0.5500883106013926
LINC02988,-0.356320995,0.35000717241146817,0.5501118209793238
ENSG00000260390,1.0044468896610743,0.3500061236450934,0.5501118209793238
CPT1A,-0.174182433,0.3501099299021678,0.5502456635095251
ENSG00000261693,-0.254496172,0.35027520369534426,0.5504750642898156
ENSG00000277998,-0.265781396,0.3502911086262225,0.5504750642898156
NRSN2,-0.259129005,0.35033761201670577,0.5504839122361517
PODNL1,-0.391337351,0.3503671715982134,0.5504839122361517
GALC,-0.195724009,0.35034631458617116,0.5504839122361517
UTP25,-0.080394739,0.3503608728801224,0.5504839122361517
NHLH1,0.3293219433810124,0.35039839923909255,0.5505053095839867
ENSG00000279608,0.3640515128734909,0.35048044595267347,0.5506065417999212
GEMIN6,0.10768526318102026,0.35050566367381364,0.5506079627577556
CRTAM,0.2754429464788468,0.3505165746986806,0.5506079627577556
S100A1,0.37577246772469886,0.35056180941881687,0.5506236860862376
ENSG00000303230,-0.197367815,0.3505553423278217,0.5506236860862376
C2orf88,0.20015415489897778,0.3505833446356298,0.5506298469401504
ANKRD44-AS1,0.5207518390791805,0.3506041682966241,0.5506348896542429
GRM5,0.6968900607304388,0.35062872973280246,0.5506458018604814
TET2,-0.109237562,0.35066854423005944,0.5506806659767103
LINC00957,0.16125905513761554,0.35072205600602135,0.5507370353566852
PTPRC,-0.231130343,0.35082695268323627,0.5508740844669019
HNRNPA1P54,0.758363592694227,0.35090956231909676,0.5509761261002422
MILR1,0.22390294180903347,0.3509344683930772,0.5509875595305731
ENSG00000306549,0.6264616164856317,0.35096513166382826,0.5510080304929574
MIR4307HG,0.6147519684442743,0.35106699005096653,0.5511402686533778
TMF1,-0.064401793,0.35112511145797076,0.5512038342711795
LINC01122,0.5601515436116682,0.3512135137795228,0.5513149267568398
BANF2,-0.567275676,0.3512975613663326,0.5514072429956304
RPL17,-0.093255721,0.3513075989504195,0.5514072429956304
PGGT1B,0.07681090552199371,0.35145838649633276,0.5515963363616687
CARD8-AS1,-0.143683049,0.35146335989266675,0.5515963363616687
ARHGAP11B,0.1961680263309709,0.35154998977909924,0.5517045996919823
TMED8,-0.110122792,0.3517323605978231,0.5519630955410975
ENSG00000273489,0.18969218061207604,0.3517913580871529,0.5520279690748713
ENSG00000219410,-0.348018464,0.3518980548497115,0.5521240897381142
CEP192,-0.110987368,0.35191708612220196,0.5521240897381142
GOLGA4-AS1,0.1618542962801226,0.3519409161085353,0.5521240897381142
TRBV12-3,-0.326998767,0.3519313830019811,0.5521240897381142
ENSG00000270021,-0.206190006,0.35189959380657687,0.5521240897381142
ENSG00000275552,0.27883784217583263,0.35204256531872635,0.5521727232369729
TSPAN7,0.2327237857619361,0.35200801131781756,0.5521727232369729
ARID3C,0.3284021056091755,0.35202881584448453,0.5521727232369729
CYB561,-0.151776299,0.3520251306256156,0.5521727232369729
MED30,-0.11089949,0.3520820274640033,0.5522069143935752
EPB41L3,-0.197022046,0.35211619510775327,0.5522327986181244
SOCS1,-0.18884361,0.3522502633238046,0.5523599329032505
OR7E28P,1.1709769070221405,0.3522237815316286,0.5523599329032505
LRRN2,-0.266855923,0.35224117534666866,0.5523599329032505
LBX1,1.0980731952216476,0.35245243145383665,0.552649230842677
ENSG00000304494,-0.625867709,0.35249797539300687,0.552665205853138
HIP1,-0.11750432,0.3524887960293219,0.552665205853138
C1QA,-0.213650631,0.3525384168060539,0.5527008938672917
PLPP5,-0.136159526,0.3525688835708678,0.5527209410829426
GSN-AS1,-0.25873897,0.352637554480398,0.5527894763618351
CYYR1-AS1,-0.512576833,0.35264796457667014,0.5527894763618351
MFSD6,-0.174757247,0.35272203027207627,0.5528525405745179
ENSG00000228933,0.4682389015575234,0.3527235637750483,0.5528525405745179
UCN2,0.4860561129987791,0.3527454695630555,0.5528591575149048
RNPC3-DT,0.634243731220039,0.35276445952781155,0.5528612040414063
QKILA,0.46778927354739824,0.35280883545456143,0.5529030338771845
ENSG00000250790,0.4589393539895501,0.35283902077067775,0.5529226218723658
ENSG00000297079,0.4126637086297653,0.3529065443758762,0.5529942815234715
UPF3B,0.12985983105624735,0.35295550310332824,0.5529942815234715
ENSG00000294559,0.7735803264207637,0.35294137452793306,0.5529942815234715
CHGA,0.5899759975630455,0.352937104432554,0.5529942815234715
ENSG00000295930,-0.357243444,0.353012283709799,0.5530555262149559
ENSG00000287514,-0.71008971,0.3531208601667589,0.553197907967197
HFM1,0.4565921861566898,0.35316804464597984,0.5532441038115582
ENSG00000250135,-0.374913244,0.3531860661861217,0.5532446130462332
ADH1A,0.3384664026721549,0.35328453178640395,0.5533643109394203
TMEM212-AS1,1.136299202907936,0.3532978807648284,0.5533643109394203
MAGEF1,-0.080607366,0.3534307055694569,0.553498023155706
FAM151B,0.13313328277453967,0.35347664307692694,0.553498023155706
ENSG00000289331,0.33665861860845614,0.3534894773478817,0.553498023155706
CORO7,-0.115914564,0.3534297030890411,0.553498023155706
ZNF483,0.1702473393461493,0.3534740217644433,0.553498023155706
SGPP1,0.10411791811135604,0.3534675520712949,0.553498023155706
IRF6,0.2482785852443948,0.3536790703652334,0.5537671546465814
GNA15,-0.233231853,0.35378047807298374,0.5538944261703864
ACTN3,-0.468700985,0.3537957904294676,0.5538944261703864
ENSG00000295026,-0.401847294,0.353857186786504,0.5539073317898294
TMEM269,-0.275194312,0.35384398971063147,0.5539073317898294
STIP1,-0.084662445,0.35385305758480756,0.5539073317898294
TEDC1,-0.154696265,0.3539617342602944,0.5540432432874173
LPGAT1,-0.107875819,0.3540048021717652,0.5540829143033892
EPM2AIP1,0.11680508178087336,0.3540821547764281,0.5540930225635935
RAB38,0.27940961004120624,0.3540556927496279,0.5540930225635935
ZNF385D,-0.437672574,0.3540488215697323,0.5540930225635935
ENSG00000259644,-0.496492433,0.354069746471645,0.5540930225635935
ECT2L,-0.327484049,0.3542075549909277,0.5542148754524646
BIVM-ERCC5,0.9920174624789814,0.3542132049520422,0.5542148754524646
PLS3-AS1,0.23695000421104107,0.3541849414759397,0.5542148754524646
MARVELD1,-0.28417383,0.35432301631576024,0.5543589460053855
RBM10,-0.081036722,0.3544117699839965,0.5544423121001643
STX19,0.482727657615115,0.3544045638637715,0.5544423121001643
HSPA8,-0.090262608,0.3544361597637813,0.5544527226767623
MLH1,-0.086627144,0.35450743069793367,0.55453646582155
DIO2,-0.395920716,0.3545717350073553,0.5546093036241031
ERBIN,0.06409460083224988,0.3546660750718891,0.5547291127162531
CHRNA10,0.21533736880268023,0.35475202016149565,0.5548357799944389
PRXL2A,0.1430531492608765,0.3547928137991547,0.5548440667201727
CRYBB3,0.3089302180787334,0.35478160174990414,0.5548440667201727
SPDYE6,0.3881314853907967,0.3550530277913656,0.5552232296839467
TBC1D22B,-0.112755289,0.3551470113976901,0.5553424207135491
ENSG00000305490,0.2949980805857362,0.3552685511904078,0.5555046871994458
ARHGEF4-AS1,0.7891611314390422,0.3552930398977071,0.5555151941146295
ENSG00000244313,-0.183797998,0.35531110415117473,0.5555156555850258
VPS41,0.10285798923123886,0.3553889324374937,0.5555817679164599
ENSG00000273026,-0.268326807,0.35537805929163824,0.5555817679164599
ZNF506,-0.146536706,0.35541377401745433,0.5555928204964086
ENSG00000253339,0.42841405839318825,0.3554319759933878,0.5555934932740642
ENSG00000289001,-0.324822809,0.3554905237723851,0.5556074710724737
VN1R51P,-0.678905337,0.35549423420217796,0.5556074710724737
ENSG00000287310,-0.329353701,0.35549199936191933,0.5556074710724737
FRMD3-AS1,0.2721900590178611,0.35556320576401146,0.555687487592496
ENSG00000288714,-0.9805242,0.3556610642151029,0.5558126393679961
CEP70,0.09258472550785088,0.35569040209975333,0.55583070283138
PLCG1,-0.101792396,0.3557084809665635,0.5558311711129942
ENSG00000289202,0.45861635355387004,0.3558501587816135,0.5559855107610717
CYRIB,-0.126312947,0.35585720260759524,0.5559855107610717
ATP1A1,-0.101706729,0.35589094482837813,0.5559855107610717
ENSG00000271761,-0.637050269,0.3558626767676286,0.5559855107610717
LINC02341,0.5297740283916582,0.3558961725154517,0.5559855107610717
HBQ1,1.2191884606354273,0.3559627003483512,0.5560616549737922
JARID2,0.09891345822560288,0.3560251576451128,0.5561263765995594
CRYZP1,-0.504723468,0.3560574978094483,0.5561263765995594
TIRAP-AS1,-0.220882444,0.3560481855589127,0.5561263765995594
C3orf62,0.13271248102574437,0.35609100040927855,0.5561509190086065
ENSG00000271715,0.8654233712246108,0.35612512564468946,0.5561764313632694
ZNF446,-0.112500054,0.3561472313519012,0.5561831706755825
PSMG1,0.08918040976623252,0.3565082039262619,0.5566634691512699
BANF1P2,0.4832946034023315,0.35648285283257863,0.5566634691512699
RINL,0.12214297877151281,0.3565071147504236,0.5566634691512699
IGHV1-3,-0.537628887,0.35655161733102736,0.556675649851174
SEC11C,0.12936875060930111,0.3565465253693709,0.556675649851174
JPT1,-0.150349474,0.35658579942709756,0.5567012158546492
LINC02449,-0.21100163,0.3566434128896978,0.5567633584924908
ZHX2,-0.121391514,0.35666926110671426,0.5567759080231292
LRP5L,2.0575243830773156,0.35671457312044297,0.5567928726450199
RGS2,-0.267904637,0.35671574852724,0.5567928726450199
CBARP,-0.24583812,0.3568532049600187,0.5569796179063937
ENSG00000277829,-0.562231802,0.35697553402675697,0.5571195400981382
ENSG00000299784,0.34546307697096335,0.35697849301877316,0.5571195400981382
C1orf210,-0.310649519,0.3571398875908579,0.5573351719535217
PURA,0.10548537067522781,0.3571701426634938,0.5573351719535217
USP51,0.18869025961083224,0.3571546268016613,0.5573351719535217
ZNF703,-0.239909338,0.3572760421124309,0.5574725945578423
FMNL2,-0.163868281,0.35736203297067215,0.5575789407976306
ZNF606,-0.120353339,0.3573891508200987,0.5575934235995981
UBA1,0.042684503408073546,0.35743824196893903,0.5576421856716872
ENSG00000270482,-0.333629826,0.3574793603619216,0.5576506782593063
ENSG00000237870,0.5587382984394226,0.35746644368452263,0.5576506782593063
ENSG00000255491,-0.311881862,0.35755480957297714,0.5577405454385782
FAM110C,0.22578486769432454,0.35762159203571486,0.55781688528726
ENSG00000279700,0.2950194823253033,0.3576801856796933,0.5578804452656282
LCN10,-0.399196976,0.3577025696388204,0.5578875248001218
SARS1,-0.073045464,0.35773261278193447,0.5578984576431666
USP45,0.10391712502245001,0.35774527013954394,0.5578984576431666
ENSG00000271239,-0.619647017,0.3577769366262076,0.5579200104621472
PRKD3,-0.097007411,0.357828152886977,0.5579720456733783
LINC01132,-0.222494519,0.35786725273399334,0.5579773538588018
CMC2,0.06919302269355017,0.3578531320015542,0.5579773538588018
FOXJ2,-0.096075832,0.3579571613690703,0.5580897035647938
KLRK1,-0.269252884,0.3580178872537524,0.558100883032364
EFCAB13-DT,-0.166642351,0.35799998933530874,0.558100883032364
PROSER1,0.1097382701749854,0.3580119373374211,0.558100883032364
ENSG00000291045,0.2652814125828452,0.35817061725293,0.5582832929739417
ENSG00000280119,-0.507747227,0.35816022611732323,0.5582832929739417
PYCR2,0.09573301586355486,0.3582442435534021,0.558370215685014
LPCAT1,-0.163644815,0.35829127190568255,0.558415675436829
GLIPR1,0.19528024829005936,0.35842506188278556,0.5584293187302664
IGF2BP2,0.205393513187712,0.35838237410790386,0.5584293187302664
FRS2,0.07570904713862935,0.35840411843923214,0.5584293187302664
NOLC1,-0.1004599,0.3583998919616477,0.5584293187302664
FBXO45,0.07218953944017502,0.3584149068534872,0.5584293187302664
XKR3,0.5515792842671731,0.35835123976121563,0.5584293187302664
CALD1,-0.125404152,0.35836181344051465,0.5584293187302664
GGNBP2,0.05449577949317551,0.35844332472717366,0.5584299427391055
IL10RB-DT,0.20094184862522807,0.3584828514706212,0.5584358655401879
QPCTL,-0.086571344,0.35847172347722733,0.5584358655401879
SET,-0.072504642,0.3585097064913876,0.5584498731460015
TCN1,0.772475893911062,0.3585475946446266,0.558481064788748
PI4K2A,-0.077342271,0.3586024500658027,0.5585386805703064
ANGEL2,-0.08821531,0.3587283284268381,0.5587069063721536
ABCD2,0.2709797950307398,0.3587466187817969,0.5587075591798006
RRBP1,-0.121335413,0.3587781408461659,0.5587288177969457
ENSG00000260111,-2.683922421,0.35891746579432393,0.5589179484522788
ENSG00000276945,0.424576973085184,0.35903379264589097,0.5590712486670563
ENSG00000273184,0.2478283015473886,0.35907120088609634,0.5590807316289248
RPL26L1,0.09505456680826138,0.35907564886214316,0.5590807316289248
HUNK,-0.325280515,0.35912010222341106,0.5591220993929532
ENSG00000270039,0.1879032588738937,0.359265810270017,0.5593051816351188
ENSG00000303981,0.49526784916423433,0.3592734752773712,0.5593051816351188
ENSG00000305521,-0.660002733,0.35931947448688806,0.5593318892632565
ENSG00000298346,0.6477189194323463,0.3593264134588249,0.5593318892632565
ENSG00000255237,0.33738936781878387,0.359378603502437,0.5593574271281831
LLPHP3,0.48329790787606586,0.3593726437018414,0.5593574271281831
GSG1,-0.853494446,0.35942270153661815,0.55937134169869
ENSG00000258654,-0.762411163,0.35942332828082024,0.55937134169869
DGKI,0.2899843268904188,0.35944181213354964,0.5593722620703451
ENSG00000304171,-1.091404439,0.3595685360986093,0.5595141315230087
ENSG00000268798,0.300932626940797,0.35956876871793386,0.5595141315230087
